On_daily,Off_daily,Start_daily,MN1_daily,MN2_daily,Entry_daily,Exit_daily,Final_Equity_$,Percent_Gain_%,Sortino_Ratio,Max_Drawdown_%,Profit_Factor,Trade_Count,PSR,Sharpe_Ratio,Curve_Optimized
110,43,202,5,3,40.0,75.0,3615.14,261.51,19.06,-16.27,1.343,87,0.7440420827494648,1.1184615264998443,False
