On_daily,Off_daily,Start_daily,MN1_daily,MN2_daily,Entry_daily,Exit_daily,Final_Equity_$,Percent_Gain_%,Sortino_Ratio,Max_Drawdown_%,Profit_Factor,Trade_Count,PSR,Sharpe_Ratio,Curve_Optimized
145,87,122,6,4,44.5,74.5,3542.88,254.29,13.319,-28.42,1.214,60,0.6415893016951085,0.746306144397727,False
