On_hourly,Off_hourly,Start_hourly,MN1_hourly,MN2_hourly,Entry_hourly,Exit_hourly,Final_Equity_$,Percent_Gain_%,Sortino_Ratio,Max_Drawdown_%,Profit_Factor,Trade_Count,Curve_Optimized
50,7,52,64,83,51.629999999999995,62.81,1095.76,9.58,66.897,-2.73,1.628,3,False
